RUA,CEP,AREA,QUARTOS,BANHEIROS,VAGAS,PRECO
Jardim da Glória,01545110,530,4,5,13,5000000
Rua Luís Cunha,05172030,185,3,3,4,700000
Avenida Pablo Casals,05386130,235,3,1,6,600000
Cidade Vargas,04319090,259,3,1,4,1290000
Rua Manuel de Morais,04126070,170,3,3,3,1500000
Rua Mont Kemel,04155030,190,5,3,4,650000
Rua Oscar Freire,01426001,800,1,1,1,19150000
Rua Robélia,04648240,300,4,6,4,1300000
Rua Salvador Nascimento,05363110,128,3,3,2,530000
Praça Professor Vasco de Andrade,05546030,255,4,3,4,650000
Jardim Paulista,01404000,340,3,6,2,3890000
Vila Conde do Pinhal,04254070,70,2,2,3,365000
Rua Simões Pinto,04356100,200,3,1,2,650000
Rua Canumá,04642040,311,4,6,6,3900000
Vila Califórnia,03490000,150,3,2,3,470000
Vila Antônio,05376020,160,3,2,3,540000
Rua Doutor Ernani da Gama Corrêa,05539040,70,2,2,2,585000
Jardim Prudência,04381000,121,3,1,2,670000
Rua Manoel Carneiro Silva,04148050,160,3,2,4,1100000
Rua Santa Zoé,04742040,170,3,2,4,880000
Rua Ubaíra,04517140,200,4,2,4,2000000
Vila Firmiano Pinto,04123030,142,3,1,2,899000
Rua Benvenuto Cellini,05541240,144,3,3,3,700000
Rua Wilma Flor,08473440,224,2,1,5,265000
Jardim Vergueiro (Sacomã),04166000,150,4,2,2,1500000
Vila Anhangüera,04673170,108,2,2,1,645000
Rua Padre Raposo,03118000,120,2,1,1,549000
Rua Cardoso de Almeida,05013000,430,2,5,5,2100000
Jardim Bonfiglioli,05593000,140,3,3,2,1100000
Rua Senador Vergueiro,04739060,1000,4,6,5,5500000
Vila Dom Pedro I,04279000,149,2,1,1,490000
Parque Boturussu,03802010,165,3,1,3,485000
Rua Jaboticabal,02280355,170,3,2,2,650000
Jardim Sílvia (Zona Oeste),05678000,1100,4,5,6,9000000
Rua Adonis,04240100,120,2,1,2,510000
Jardim Paulista,01404000,203,3,4,1,2800000
Rua Maestro Bortolucci,02357040,68,2,3,1,360000
Rua Cachoeira Escura,03554070,150,3,5,3,790004
Rua Meruoca,01547150,112,2,2,1,620000
Rua Padre Luís Soriano,01546050,200,3,1,2,960000
Rua Mariz e Barros,01545010,115,3,3,2,1150000
Rua Catuquina,03355050,130,1,1,1,233376
Sumaré,04894499,430,2,5,5,2000000
Rua Ângelo de Cândia,03958000,350,3,2,2,650000
Avenida Senador Casimiro da Rocha,04047000,200,3,3,2,1340000
Avenida Nova Cantareira,02331000,250,3,4,4,900000
Rua Campina da Taborda,04069050,280,5,5,4,2200000
Rua Líbero Ripole,04660000,175,3,5,4,948000
Rua Pirajuia,05336040,230,4,4,4,700000
Cidade Domitila,04387002,70,2,1,1,325000
Rua João Gomes Pereira,03945120,120,3,2,2,350000
Avenida Albert Bartholome,05541000,170,3,4,2,780000
Jardim Panorama,05677000,850,4,8,7,8000000
Rua Pais da Silva,04718020,171,3,3,2,810000
Rua João Roman Wirkus,05388100,112,2,2,2,320000
Rua Marquês de Maricá,04252000,110,3,3,3,570000
Jardim Leonor,02348170,900,3,3,5,5500000
Avenida Tenente Júlio Prado Neves,02370000,564,3,2,10,1250000
Rua Vitorino de Morais,04714030,200,4,3,2,1375000
Rua Arthur Baptistucci,04153020,130,3,3,3,700000
Rua Afonso Moreira,03534080,180,3,1,2,850000
Alto de Pinheiros,05462050,670,4,5,6,2990000
Vila Romana,05045050,214,3,3,3,1400000
Rua Santo Irineu,04127120,200,3,3,2,1200000
Vila São Silvestre,08011390,220,3,1,4,900000
Rua Capitão Luís Rodrigues de Albuquerque,02375130,210,3,5,4,1200000
Rua Booker Pittman,04719060,210,3,3,3,1490000
Rua Santa Crescência,05524020,145,3,2,2,810000
Rua Belarmino Barreto,04326090,92,2,1,2,359000
Rua Avaré,01243030,452,5,6,6,3195980
Avenida Giovanni Gronchi,05651000,390,4,1,10,2500000
Parque Monteiro Soares,02738000,245,4,5,4,1150000
Rua Barra Negra,03192040,158,3,3,6,1330000
Rua Benjamin Costa,04633010,200,3,3,2,870000
Vila Marieta,03620000,149,2,2,2,430000
Rua Manguaba,04650020,145,4,3,2,749000
Jardim Europa,01449001,479,3,3,3,9000000
Rua João Gaspar,05843290,128,2,1,1,480000
Rua Pelegrino,02431140,180,3,3,4,639000
Rua Francisco Farel,05436070,310,3,5,2,3191489
Rua Beijuí,04689000,140,3,2,3,700000
Morumbi,05606010,659,5,5,6,4800000
Rua José Ubaldo Lomônaco,04114080,253,3,4,6,1650000
Rua João Batista Pereira,05596090,140,3,4,3,750000
Jardim da Glória,01545110,105,2,1,1,570000
Rua Doutor Rafael Caramuru Lanzelloti,04108010,120,3,2,1,900001
Rua Pedro Ravara,05187300,710,5,3,6,1340000
Rua Alberto Hodge,04740020,140,3,4,2,1100000
Rua Fidélis Papini,03132020,210,3,2,4,695000
Rua General Sócrates,03632040,250,3,2,1,1150000
Rua Cuiabá,03183000,160,2,1,2,800000
Rua Ordenações Manuelinas,05624070,158,3,3,3,785005
Avenida Professor Fonseca Rodrigues,05461010,343,4,7,4,8634300
Rua Doutor Queirós Guimarães,05609000,411,4,4,4,2350014
Jardim Leonor Mendes de Barros,02348170,180,3,4,4,1210000
Rua Ouvidor Peleja,04128000,160,1,2,2,1200000
Rua Tomé de Souza,05079000,700,4,6,6,3300000
Rua Ipero,05439020,230,3,4,3,3000000
Jardim da Saúde,04291070,250,3,4,4,1200000
Rua Pero Correia,04113040,210,3,6,4,1260000
Rua Laplace,04622000,450,3,5,4,3200000
Rua Olímpio de Campos,03471130,200,4,3,2,732000
Rua Andrade Neves,05087020,502,4,6,4,2990000
Rua Manguatá,04567070,212,4,4,4,1900000
Rua Endê,05449090,404,3,4,6,6180000
Jardim Europa,01449001,520,4,4,3,15000000
Rua Adolfo de Menezes,03259000,300,3,4,6,790000
Rua Lázaro Sousa Martins,05033090,200,4,3,2,1210000
Vila Regente Feijó,03342000,95,2,1,1,430000
Rua Augusto Perroni,05539020,153,3,3,2,790000
Rua Orlando Pelegrino,02442180,175,3,4,2,750000
Rua Guateque,05798140,155,2,1,2,328000
Rua Pirandello,04623000,450,3,5,3,1750000
Vila Santa Catarina,04379100,130,3,1,2,560000
Rua Diamante Preto,04852710,120,1,1,3,420000
Rua Doutor Cabral de Vasconcelos,05105020,160,3,2,2,500000
Rua Cristina de Vasconcelos Ceccato,04802080,250,2,3,3,450000
Tatuapé,03076005,267,4,3,4,890000
Rua Gonçalo da Cunha,04140040,162,3,1,4,1400000
Vila Romana,05045050,169,3,3,2,1100000
Rua Antônio Lourenço,02334070,314,3,4,3,1195000
Rua Jaguanambi,05672030,589,4,6,6,4000000
Rua Francisco Arvani,04754090,154,2,2,2,600000
Rua Evaristo Pereira Escorsa,03475070,86,2,2,1,420013
Vila Gea,04691070,200,3,3,3,850000
Rua Tomé Portes,04623050,480,4,6,3,1900000
Cidade Jardim,01453000,600,4,7,6,3000000
Rua Martim de Sá,04128070,285,3,4,2,2490000
Vila Gertrudes,04794000,110,3,2,1,700000
Avenida Morumbi,05606010,700,4,5,12,3500000
Rua Tucuna,05021010,340,5,3,8,2300000
Bosque da Saúde,04142080,82,2,1,3,700000
Rua Professor Lúcio Martins Rodrigues,05621025,358,4,6,7,1600000
Rua Luís Antônio dos Santos,02460000,240,4,3,3,950000
Avenida das Corujas,05442050,110,3,2,3,1950000
Rua Timbó,03162150,190,3,3,2,960000
Rua Bom Pastor,08346475,114,2,1,1,852000
Ipiranga,01046010,90,3,1,2,480000
Rua Cerveri de Girona,04855500,125,2,2,2,180000
Jardim Sabará,04446060,150,3,1,2,470000
Vila Santa Clara,03273050,150,2,1,8,650000
Rua Caixanas,05612030,712,4,8,4,5800000
Rua Comandante Ismael Guilherme,04031120,600,3,3,4,12000000
Rua Mário Jorge,05468100,120,2,2,2,930000
Avenida Nova Cantareira,02331000,760,6,7,15,4990000
Avenida Córrego do Jacu,08061210,183,5,3,2,600000
Rua Dom Tomás Costa e Lima,05692020,388,3,5,5,4900000
Rua Santo Estácio,04319010,150,2,2,1,698000
Rua Alvilândia,05449070,380,7,5,2,2900000
Rua Coronel Augusto Machado,05159520,200,3,4,3,759000
Rua Doutor Cintra Gordinho,05083000,270,2,2,1,1500000
Rua José Clemente,01428020,390,4,2,9,3998000
Água Branca,05003020,350,4,5,7,2500000
Vila Sao Paulo,04651000,142,3,1,2,750000
Rua Tomás da Fonseca,03193140,151,3,2,4,1145000
Jardim da Saúde,04291070,258,4,1,4,1590000
Rua Francisco José Oliveira,04792010,400,4,1,4,1650000
Rua Heloísa Camargo,03650010,100,2,1,1,380000
Rua Paulo César Ferreira,04312090,108,2,1,2,450000
Vila Monte Alegre,04306000,157,3,1,4,990000
Morumbi,05606010,757,4,5,4,3900000
Avenida Doutor Altino Arantes,04042030,350,3,6,8,7000000
Rua Nelson de Godói Pereira,03325010,138,3,2,2,750000
Morumbi,05606010,1100,5,6,16,7000000
Vila Romano,04679420,152,3,2,2,850000
Rua Maria Lopes,08470470,90,3,3,2,459000
Vila Tramontano,05690020,930,4,3,6,9000000
Rua Baturité,01530030,156,3,4,1,800000
Jardim Paulista,01404000,500,4,3,3,5700000
Rua Maurício de Castilho,04264020,205,5,4,4,1100000
Jardim Virginia Bianca,02355310,400,4,6,5,1690000
Rua Sônia Ribeiro,04621010,271,3,3,3,1385000
Rua Engenheiro Botelho Egas,02416020,100,3,3,2,636000
Rua Guaniqué,04251050,93,3,3,2,519000
Planalto Paulista,04072100,200,3,5,2,850000
Sítio do Mandaqui,02542110,180,3,2,1,615000
Rua Cabureicica,08440160,120,3,2,2,380000
Rua Visconde de Castro,04611050,140,3,3,2,1300000
Rua Comprida,02311010,80,3,2,1,436000
Rua Muller Carioba,04291020,600,7,11,8,3800000
Rua Princesa Leopoldina,05081090,150,3,4,4,1600000
Vila Mariana,04112015,132,4,4,6,1200000
Rua Frei Rolim,04151000,226,3,5,4,920000
Vila Gea,04691070,125,3,1,3,750000
Rua das Verbenas,03144020,160,4,4,2,1200000
Jardim Independência,03222000,75,2,2,1,400000
Planalto Paulista,04072100,266,4,4,3,1600000
Praça Jesuíno Bandeira,05048090,515,5,6,9,2300000
Rua Lázaro José Gonçalves,03227060,285,3,6,4,1580000
Rua Rino Levi,04114030,250,3,6,4,2400000
Rua Igaratá,03151030,130,2,2,2,630000
Rua Eden,05619000,355,4,5,3,1850000
Rua Professor Nova Gomes,05448100,407,3,6,4,3000000
Rua Júlio Rua Perez,04617030,145,3,3,2,1280000
Rua Itabaquara,01234020,320,3,4,4,3500000
Rua Cotoxó,05021000,287,4,4,3,2356800
Rua Diogo Rodrigues Marques,04677040,137,3,3,2,580000
Rua Território do Iguaçu,04314010,220,4,3,6,750000
Rua Benjamin Costa,04633010,114,2,3,2,550000
Rua Baía Grande,03202000,120,3,1,10,650000
Vila Romana,05045050,147,3,2,2,780000
Rua José Figliolini,02278020,200,4,3,2,620000
Alameda dos Tacaúnas,04068020,150,3,4,2,780000
Rua Teixeira Pinto,04503060,360,3,2,6,2980000
Rua Aristeu Seixas,05613040,670,5,2,4,7500000
Avenida Lopes de Azevedo,05603000,600,4,5,4,5800000
Rua Os Sertões,01547050,105,3,4,2,1010000
Rua Vicente Dorsa,04648190,150,4,2,3,2000000
Vila Santo Estéfano,04153160,126,2,3,8,1500000
Vila Gea,04691070,184,4,2,3,700000
Rua Massaim,04151010,111,2,3,2,890000
Rua Cotoxó,05021000,255,4,4,3,2868500
Rua André Gouveia,01532050,199,3,4,3,1930000
Rua Almirante Lobo,04212000,130,3,3,1,695000
Rua Marcelino Champagnat,04114000,600,4,4,5,2000000
Rua Alfredo Trindade Moreira,04705030,280,4,4,3,2150000
Rua Francisco Correia Dutra,05371070,220,3,1,3,900000
Vila Nova Pauliceia,03267020,100,2,1,6,480000
Rua Itaguara,04320120,400,6,5,4,1300000
Rua Grécia,04911080,280,5,7,4,4790000
Rua Padre Clemente Segura,08051040,200,3,3,2,450000
Rua Atlântica,01440000,600,4,5,7,27000000
Rua Comandante Ismael Guilherme,04031120,600,3,1,4,12000000
Avenida Ramalho Ortigão,04130010,84,2,3,2,745000
Rua Diogo Rodrigues Marques,04677040,250,4,3,4,1500000
Rua Domingos Osvaldo Bataglia,04051090,280,3,6,3,1600000
Rua Miguel Langone,08215330,270,3,2,2,360000
Rua Camundo,04071040,155,3,4,3,770000
Rua Atibaia,01235010,570,3,6,6,3600000
Avenida Professor João de Lorenzo,05567010,62,2,1,2,335004
Rua Nova Pátria,04151050,210,3,4,4,1180000
Rua Carlos dos Santos,02234000,122,2,2,2,585000
Rua Ucaiari,05468030,300,4,3,2,742000
Avenida Albert Einstein,05652000,450,4,5,4,1682000
Rua Pedro,08230415,320,3,3,8,3000000
Alameda dos Apetupás,04058000,400,3,5,4,4200000
Rua Cláudio Rossi,01547000,393,4,6,4,2300000
Rua Vieira de Melo,02356000,100,3,1,1,460000
Rua David Eid,04438000,177,3,4,2,590000
Rua José Ubaldo Lomônaco,04114080,145,3,4,2,1350000
Rua das Hortênsias,04051000,170,3,4,2,936000
Rua Rudi Schaly,05101060,250,3,6,4,957000
Avenida Ceci,04065000,210,3,4,4,1995000
Avenida Raimundo Pereira de Magalhães,05092040,280,4,3,4,980000
Rua Mangaratiba,04811010,140,3,3,3,1000000
Rua Virgílio de Barros Toledo,05398150,120,3,2,5,350000
Rua Turquia,01449050,760,3,1,5,13900000
Rua Tibiriçá,01107060,260,3,4,3,1730000
Rua Franklin Magalhães,04374000,176,3,3,2,750000
Vila da Saúde,04146070,163,4,5,3,900000
Rua Kansas,04558000,95,2,4,2,800000
Rua Marcos Fernandes,04149120,110,3,1,5,913900
Rua Francisco Dias Velho,04581000,149,3,6,2,3300000
Rua General Raposo,04044070,240,3,3,6,1500000
Rua Jacarezinho,01456020,1200,6,7,8,19800000
Rua Artur Dias,04150070,230,3,3,2,955000
Vila Campo Grande,04447025,70,2,1,1,428000
Rua Heitor de Morais,01237000,700,4,4,6,5000000
Vila Brasílio Machado,04288040,147,3,1,2,1190000
Rua Francisco Retti,03189140,90,2,2,1,430000
Rodovia Raposo Tavares,05577000,220,3,2,2,630000
Chácara Inglesa,05142045,100,3,2,1,519800
Jardim Paulistano,01451001,300,4,3,4,3300000
Rua Orlando Malagoli,05361020,80,2,2,1,260000
Rua Cecília Bonilha,02919000,193,3,3,5,749870
Vila Bancária Munhoz,02738001,180,3,3,5,710000
Alameda dos Auetis,04059050,390,4,4,5,2300000
Rua Moncorvo Filho,05507060,380,6,3,5,2690000
Rua José Guilherme Guimarães Pedroso,04455400,149,5,3,6,570000
Vila Gumercindo,04130020,180,3,5,4,1350000
Rua José Renato Pantoja,05639000,240,3,4,2,1484000
Rua Caçador de Esmeraldas,04274050,160,2,2,2,798000
Rua Cicanta,05756300,210,3,2,2,954000
Vila Campo Grande,04447025,125,3,1,2,470000
Rua Almirante Soares Dutra,05654000,499,4,8,5,3800000
Rua Dom Silvério Pimenta,04129070,90,2,2,2,720000
Rua Francisco Teles Dourado,04649040,150,3,3,2,700000
Rua José Marti,08471120,240,3,3,3,1011000
Rua Aurelia Perez Alvarez,04642020,355,3,6,4,3540100
Vila Olímpia,04551090,200,3,3,2,2900000
Rua Chiquiais,02270060,130,3,4,3,750000
Cidade Antônio Estevão de Carvalho,08223000,55,2,1,1,320000
Bosque da Saúde,04142080,240,3,1,4,1900000
Rua Rodrigo Vieira,04115060,125,3,5,4,1100000
Rua Nicolau Barreto,03047010,80,2,2,1,570000
Rua Conceição de Monte Alegre,04563060,95,2,2,1,636000
Rua Bandim,05470040,530,4,5,7,4100000
Rua Afonso Celso,04119000,180,3,4,2,1198000
Rua Rio do Peixe,03145050,107,3,3,2,720000
Rua Princesa Isabel,04601000,80,3,2,2,1250000
Rua Sousa Ramos,04120080,280,3,5,5,1650000
Rua Tomé Portes,04623050,401,4,3,5,1850000
Rua Alberto Leal,04343000,150,2,1,2,480000
Rua Jamboaçu,04281060,124,2,2,3,649999
Rua Costa Aguiar,04204000,248,3,2,4,1500000
Rua Eva Bloch,04127110,200,4,3,4,1500000
Alto da Lapa,05083010,330,4,3,4,1800000
Rua das Mangueiras,04152080,194,2,2,2,420000
Rua També,05608090,544,4,8,10,8000000
Rua Aracuã,04288060,110,3,3,2,650000
Rua José Alves de Almeida,05527080,167,3,2,6,750000
Planalto Paulista,04072100,155,3,4,3,770000
Vila Maria Alta,02127000,390,7,6,2,1200000
Rua Bernardino de Campos,04620000,125,3,4,2,995000
Rua Laplace,04622000,430,3,1,4,2300000
Rua Corneteiro de Jesus,02336030,174,3,3,2,1250000
Rua Alfredo Silveira,03910020,146,2,2,1,400000
Rua Manajeru,02082090,120,3,3,2,740000
Rua Marechal Bina Machado,04663120,220,3,4,3,1530000
Rua Virgínia,04248070,76,3,1,3,420000
Rua dos Cafezais,04364000,117,3,3,3,870000
Rua Augusto Perroni,05539020,100,3,2,2,685000
Rua Dona Elisa Pereira de Barros,01456000,707,4,10,6,8500000
Avenida Comendador Adibo Ares,05613000,1000,5,8,6,3350000
Rua També,05608090,461,3,6,4,3895000
Rua Maria Leonete da Silva Nóbrega,05454010,270,4,5,4,1950000
Rua Melo Morais Filho,05610040,545,4,5,6,8500000
Rua São Roque, 03269030,250,4,2,2,650000
Avenida Sargento Geraldo Sant'Ana,04674225,250,2,1,2,1500000
Rua Lord Cockrane,04213000,350,4,4,8,1750000
Rua Itaóca,04140090,195,3,4,2,1300000
Vila Ponte Rasa,03880000,90,2,1,3,400000
Rua Sousa Ramos,04120080,220,3,3,6,2400000
Rua Tenente Nércio Leoni,05387120,360,2,3,2,650000
Rua Rubi,01530080,1500,4,2,6,5000000
Rua Pacobá,05679080,1009,5,6,10,6400000
Avenida Amarilis,05673030,840,4,7,8,5899900
Chácara Monte Alegre,04646030,425,3,4,5,2500000
Rua Brazópolis,03730000,184,2,1,2,450000
Jardim Guanca,02151100,185,4,2,3,750000
Rua Pirituba,04052120,174,3,2,3,1100000
Rua dos Caciques,04145000,140,3,3,2,650000
Jardim Paulista,01404000,420,4,6,3,8690000
Rua Simão de Toledo Piza,03193100,90,2,2,1,430000
Rua Francisco Gil de Araújo,08452440,200,3,1,2,400000
Rua Josimar Moreira de Melo,04114040,298,4,4,5,1950000
Rua Ponta Porã,05058000,252,3,1,3,1100000
Rua Almirante Soares Dutra,05654000,558,4,7,8,4800000
Jardim América,01441000,755,2,2,7,14900000
Engenheiro Goulart,03725010,150,3,3,2,290000
Rua Gregório Lopes,02433100,280,3,5,8,1250000
Praça Paul Harris,04517100,592,5,6,6,5500000
Jardim da Glória,01545110,440,3,6,4,2700000
Rua Pedrolândia,02635070,169,3,4,2,705000
Rua Maestro Antão Fernandes,02526060,233,3,5,5,2300000
Alto de Pinheiros,05462050,461,7,6,7,2650000
Vila Brasilina,04163005,99,2,1,2,440000
Pinheiros,05187635,420,4,7,6,3800000
Rua Alcindo Bueno de Assis,02344080,350,3,4,4,2300000
Tremembé,08472723,106,3,3,2,650000
Rua Sebastião Rodrigues,05451060,145,3,2,2,2150000
Rua Moreira Cardoso,04633070,215,3,3,5,1100000
Granja Julieta,04721060,436,4,7,3,3000000
Rua Paramu,03147100,150,4,2,2,430000
Rua Nilo Torres,04650040,148,3,3,2,799000
Rua Benito Juarez,04018060,166,3,2,4,1650000
Alameda dos Tacaúnas,04068020,1300,5,4,20,8000000
Rua Holanda,01446030,720,5,10,8,13499900
Rua Dom Miguel Costa,04129060,180,3,5,3,870000
Rua Santos Dumont,08223268,459,6,6,4,2840000
Travessa Manoel Theodoro dos Santos,05379120,200,3,2,6,770000
Rua Catumbi,03021000,120,3,3,1,640000
Rua Rino Levi,04114030,270,4,4,5,2750000
Rua Martim Pescador,03312050,94,2,1,1,750000
Rua Xiririca,03428000,160,3,4,2,640000
Vila Monumento,01552001,250,2,1,2,960000
Mooca,03110030,316,3,3,12,2000000
Rua Pestana,02433070,10,3,2,2,800000
Jardim Europa,01449001,800,4,7,6,11980000
Avenida Antônio de Souza Noschese,05328000,250,4,4,4,1171000
Rua dos Comerciários,04320030,370,2,2,5,1000000
Rua Blumenau,05319020,125,3,3,2,700000
Rua Vitorino de Morais,04714030,260,4,4,2,1400000
Rua Santa Teresa de Jesus,02271050,90,2,1,2,850000
Butantã,05587155,178,2,1,2,850000
Rua Monte Alegre,05014000,280,3,5,4,2350000
Rua Ludovico Ariosto,05542220,159,4,4,2,680000
Rua Caraúna,05449060,632,4,5,5,7000000
Rua Burgos,03157060,100,3,2,2,650000
Jardim Tremembe,02355320,155,3,3,2,825000
Rua Tejupá,04350020,120,3,2,2,630000
Rua Victória Simionato,03808170,45,1,1,1,160000
Rua Guaratuba,04310050,150,3,2,1,900000
Rua Dona Maria Cândida de Lima,03264070,320,5,3,4,520000
Avenida Ouro Verde de Minas,03937090,292,1,1,4,646761
Santo Amaro,04745000,95,3,2,6,1180000
Vila Mascote,04363040,190,3,3,2,920000
Vila Bela,08346080,36,2,1,1,200000
Rua Bertioga,04141100,103,2,1,1,720001
Rua Luís Pinto,03427000,100,3,3,2,590000
Butantã,05587155,250,4,2,8,1350000
Rua Luiz Bianconi,05757210,293,3,2,5,1010000
Rua Vitório Trevillato,04679320,100,3,3,2,614800
Rua Campos Novos,03145020,200,4,4,2,1265000
Rua Maria Curupaiti,02452000,109,3,3,1,800000
Rua Sílvia Celeste de Campos,05462010,660,5,5,6,15000000
Rua Japira,02337060,151,3,3,10,1500000
Rua Osvaldo Nevola,03946000,200,4,4,3,380000
Jardim Vila Formosa,03461020,90,2,1,1,430000
Rua Theodor Herzi,05014020,500,3,2,4,3000000
Rua Vitor Costa,04150060,211,3,4,2,1600000
Rua Márcio Humberto Gandolpho,02466010,80,2,1,2,500000
Avenida Itacira,04061000,260,3,5,2,850000
Rua Padre Marchetti,04266000,145,2,2,1,550000
Jardim Campo Grande,04686002,204,4,2,3,1299000
Jardim Nice,03905030,70,2,1,1,340000
Rua Dom Vilares,04160000,100,3,3,2,530000
Rua Caquito,03607000,120,2,2,1,600000
Rua Gil Fernandes,04148020,260,4,6,5,1980000
Rua Luís Sérgio Person,02422230,139,2,2,2,398000
Rua Belgrado,04285040,120,2,3,1,650000
Rua Virgílio de Lemos,04384000,120,2,2,2,480000
Praça Paul Harris,04517100,230,3,4,2,2093000
Rua Nicolau da Rocha Vita,04622020,700,4,1,4,1900000
Rua Otávio Passos,05590190,280,16,3,3,790000
Vila Ida,05455000,271,4,3,4,1900000
Rua David Romero Paré,05750120,300,3,3,4,780000
Rua Pistache,05396400,289,5,3,4,1300000
Rua dos Chanes,04087030,171,6,4,2,2300000
Chácara Monte Alegre,04646030,201,3,2,4,1400000
Rua Orlando Ferraiuolo,04158040,250,3,3,4,689000
Rua Nebraska,04560010,377,3,5,4,4500000
Avenida Doutor Cardoso de Melo,04548000,200,3,3,2,2900000
Rua do Manifesto,04209000,96,2,1,1,530000
Jardim Europa,01449001,580,3,5,3,5200000
Rua Calíope,05609030,572,4,7,7,3229000
Avenida Neide Carvalho de Arruda,05119005,660,4,5,6,2600000
Vila Marari,04403110,182,2,1,2,490000
Rua Antônio Carlos da Fonseca,04290000,154,3,4,4,1400000
Rua Maria Teresa Gaudino,04180150,140,3,3,2,440000
Ipiranga,01046010,288,2,4,10,1220000
Rua Tomé Portes,04623050,401,4,3,5,1850001
Rua Maestro Savino de Benedictis,05379070,110,3,1,2,380000
Parque São Rafael,08320395,200,3,1,3,424000
Ipiranga,01046010,205,3,3,2,740000
Alameda dos Anapurus,04087000,218,3,2,3,1690000
Rua Michigan,04566000,299,3,3,4,6300000
Cupecê,04365000,123,3,1,2,600000
Tatuapé,03076005,228,3,3,3,1700000
Travessa Deputado Shiro Kyono,04545030,95,3,3,5,1700000
Rua Iratinga,05665000,980,4,6,10,7000000
Jardim Itacolomi,04386030,250,3,2,2,550000
Rua Barão do Bananal,05024000,142,4,2,4,1700000
Rua Paraim,04689190,100,3,1,2,590000
